Timestamp,SensorID,TrackID,Longitude,Latitude,GasCategory,GasLevel,CO_ppm,CO2_ppm,NO2_ugm3,O3_ugm3,VOC_ppb,CH4_ppm
1785796920000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,426,17,33,99,1.9
1785796980000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.2,429,17,33,98,1.9
1785797040000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.2,431,16,32,95,1.9
1785797100000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.2,429,16,32,96,1.9
1785797160000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,428,17,33,102,1.9
1785797220000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,428,17,34,102,1.9
1785797280000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,428,17,34,102,1.9
1785797340000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,428,16,34,101,2
1785797400000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,428,17,35,96,2
1785797460000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,430,16,36,99,2
1785797520000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,429,17,36,95,2
1785797580000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,425,18,37,98,2
1785797640000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,423,18,37,96,2
1785797700000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,425,17,37,95,2
1785797760000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,424,17,37,99,2
1785797820000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,424,17,37,101,1.9
1785797880000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,420,17,37,99,1.9
1785797940000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,420,18,37,103,1.9
1785798000000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,421,17,37,100,1.9
1785798060000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,419,18,37,104,1.9
1785798120000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,416,17,35,99,1.9
1785798180000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,413,16,35,100,1.9
1785798240000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,416,16,35,103,1.9
1785798300000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,414,17,35,97,1.9
1785798360000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,412,16,35,98,1.9
1785798420000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,414,15,36,94,1.9
1785798480000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,415,15,35,96,1.9
1785798540000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,415,15,36,91,2
1785798600000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,414,16,35,94,2
1785798660000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,415,16,34,99,1.9
1785798720000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,413,16,33,94,1.9
1785798780000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,417,16,34,90,1.9
1785798840000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,419,17,34,97,1.9
1785798900000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,418,16,33,101,1.9
1785798960000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,419,17,32,103,1.9
1785799020000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,417,17,32,101,1.9
1785799080000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,421,17,33,102,1.8
1785799140000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,424,17,33,98,1.8
1785799200000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,427,16,33,94,1.8
1785799260000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,424,17,34,89,1.8
1785799320000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,422,16,33,91,1.9
1785799380000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,423,17,32,94,1.8
1785799440000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,425,17,31,91,1.9
1785799500000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,422,17,31,92,1.8
1785799560000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,419,17,32,93,1.8
1785799620000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,424,17,32,96,1.9
1785799680000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,419,17,33,97,1.8
1785799740000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,420,17,32,93,1.9
1785799800000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,416,18,33,98,1.9
1785799860000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,420,17,33,104,1.9
1785799920000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,418,17,33,103,1.9
1785799980000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,416,18,33,108,1.9
1785800040000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,418,18,33,113,1.9
1785800100000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,420,18,34,106,1.9
1785800160000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,418,18,33,100,1.9
1785800220000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,418,17,32,104,1.9
1785800280000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,420,18,32,102,1.9
1785800340000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,419,18,32,99,1.9
1785800400000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.5,423,18,31,96,1.9
1785800460000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,426,18,31,92,1.9
1785800520000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,427,17,32,89,1.9
1785800580000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,427,17,33,93,1.9
1785800640000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,423,17,35,93,1.9
1785800700000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,423,18,35,99,1.9
1785800760000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,420,18,36,104,1.9
1785800820000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,424,17,36,109,1.9
1785800880000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,425,17,36,102,1.9
1785800940000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,425,18,36,104,1.9
1785801000000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.5,426,18,35,105,1.9
1785801060000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.5,424,18,34,106,1.9
1785801120000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,424,17,34,108,1.9
1785801180000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,427,18,34,106,1.9
1785801240000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,429,17,34,102,1.9
1785801300000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,428,17,34,96,1.9
1785801360000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,430,17,34,98,1.9
1785801420000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,428,16,35,103,1.9
1785801480000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,426,16,35,101,1.9
1785801540000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,422,16,35,105,1.9
1785801600000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,418,16,34,98,1.9
1785801660000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,421,16,33,94,1.9
1785801720000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,421,17,34,97,1.9
1785801780000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,418,16,33,101,1.9
1785801840000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,414,15,32,95,1.9
1785801900000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,416,15,32,99,1.9
1785801960000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,413,16,33,95,1.9
1785802020000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,411,16,33,98,1.9
1785802080000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,410,16,32,96,1.8
1785802140000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,415,17,32,97,1.9
1785802200000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,416,17,31,102,1.9
1785802260000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,419,17,30,107,1.9
1785802320000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,421,17,30,111,1.9
1785802380000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,418,16,30,104,1.9
1785802440000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,422,17,30,107,1.9
1785802500000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,423,16,30,104,1.9
1785802560000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,425,16,30,109,1.9
1785802620000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,427,16,31,110,1.9
1785802680000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,422,16,32,109,1.9
1785802740000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,420,16,31,109,1.9
1785802800000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,419,16,31,112,1.9
1785802860000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,419,17,31,108,1.9
1785802920000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,416,17,31,101,1.9
1785802980000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,414,17,32,103,1.9
1785803040000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.5,414,18,33,102,1.9
1785803100000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,419,17,33,107,1.9
1785803160000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,419,16,34,101,1.9
1785803220000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,420,17,34,103,2
1785803280000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,420,18,33,102,2
1785803340000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,422,17,33,101,2
1785803400000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,422,18,33,101,1.9
1785803460000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,426,17,33,95,1.9
1785803520000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,423,18,33,91,1.9
1785803580000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,419,17,32,91,1.9
1785803640000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,417,17,33,96,1.9
1785803700000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,418,16,34,94,1.9
1785803760000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,416,16,33,93,1.9
1785803820000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,417,17,34,92,1.9
1785803880000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,421,16,33,93,2
1785803940000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,424,16,32,98,2
1785804000000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,419,16,33,94,1.9
1785804060000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,417,17,33,97,1.9
1785804120000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,421,17,34,94,1.9
1785804180000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,423,16,35,93,1.9
1785804240000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,420,17,35,88,1.9
1785804300000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,417,16,35,92,1.9
1785804360000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,418,17,36,90,1.9
1785804420000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,416,17,34,87,1.9
1785804480000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,418,17,34,85,1.9
1785804540000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,422,18,35,85,1.9
1785804600000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,419,18,35,88,1.9
1785804660000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,417,18,36,90,1.9
1785804720000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,415,18,36,90,1.9
1785804780000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,416,17,35,96,1.9
1785804840000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,416,16,35,93,1.9
1785804900000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.5,416,16,35,89,1.9
1785804960000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.5,420,17,34,91,1.9
1785805020000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,418,16,34,86,1.9
1785805080000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.5,421,16,34,91,1.9
1785805140000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.5,424,17,33,88,1.9
1785805200000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.5,424,16,35,91,1.9
1785805260000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,427,17,34,98,1.9
1785805320000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.5,424,17,35,98,1.9
1785805380000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.5,425,16,34,99,1.9
1785805440000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.5,425,16,33,103,1.9
1785805500000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.5,427,16,32,102,1.9
1785805560000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,427,16,33,100,1.8
1785805620000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,423,16,33,98,1.8
1785805680000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,426,17,32,93,1.8
1785805740000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,424,16,33,95,1.8
1785805800000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,427,17,33,89,1.9
1785805860000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,425,16,33,94,1.9
1785805920000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.3,428,16,32,96,1.9
1785805980000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,428,16,33,94,1.9
1785806040000,GAS-01,28dc49c7-651a-4c08-b646-470d8c332f4d,958827.9,6010509.04,Normal,0,0.4,429,16,32,99,1.9
